id,clues,almacen_id,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,insumos_autorizado,insumos_modificado,insumos_comprometido,insumos_devengado,insumos_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible,validation,created_at,updated_at,deleted_at
801,CSSSA007581,000196,8,2017,1,1,0.00,8513.64,60555.51,0.00,-52041.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61420.00,9377.64,0.00,52042.36,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
802,CSSSA007651,000197,8,2017,1,1,0.00,5456.74,21188.12,0.00,-15731.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17780.86,2047.12,0.00,15733.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
803,CSSSA005843,000198,8,2017,1,1,0.00,5036.70,63576.22,0.00,-58539.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65571.06,7031.37,0.00,58539.69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
804,CSSSA001322,000199,8,2017,1,1,0.00,70813.81,51837.96,0.00,18975.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28972.61,47945.35,0.00,-18972.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
805,CSSSA004291,0001100,9,2017,1,1,0.00,5189.92,50949.02,0.00,-45759.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45759.68,0.00,0.00,45759.68,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
806,CSSSA001626,0001101,9,2017,1,1,0.00,5316.49,58626.16,0.00,-53309.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55265.95,1954.89,0.00,53311.06,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
807,CSSSA006695,0001102,9,2017,1,1,0.00,54607.00,85366.49,0.00,-30759.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36064.06,5301.85,0.00,30762.21,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
808,CSSSA007593,0001103,9,2017,1,1,0.00,-29364.05,0.00,17751.25,-47115.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49429.82,0.00,2313.59,47116.23,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
809,CSSSA007576,0001104,9,2017,1,1,0.00,-45802.67,0.00,24901.10,-70703.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70704.99,0.00,0.00,70704.99,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
810,CSSSA009121,0001105,9,2017,1,1,0.00,5859.35,39115.73,0.00,-33256.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33885.58,628.14,0.00,33257.44,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
811,CSSSA000651,0001106,9,2017,1,1,0.00,8966.64,25294.92,10189.40,-26517.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35414.86,1533.59,7357.35,26523.92,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
812,CSSSA007844,0001107,9,2017,1,1,0.00,37474.35,42709.50,0.00,-5235.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12745.34,7507.98,0.00,5237.36,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
813,CSSSA000050,0001108,9,2017,1,1,0.00,36119.01,25802.50,9651.74,664.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6818.65,1850.97,5632.16,-664.48,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
814,CSSSA002862,0001109,9,2017,1,1,0.00,2588.52,30896.36,0.00,-28307.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33182.30,4874.20,0.00,28308.10,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
815,CSSSA007260,0001110,9,2017,1,1,0.00,3876.07,13743.50,4593.45,-14460.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16304.27,535.51,1307.56,14461.20,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
816,CSSSACESOCO,0001111,9,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
817,CSSSA008124,0001112,9,2017,1,1,0.00,35000.00,71368.93,0.00,-36368.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50000.00,13605.36,0.00,36394.64,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
818,CSSSA007931,0001113,9,2017,1,1,0.00,31000.00,58665.73,0.00,-27665.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40000.00,8358.69,0.00,31641.31,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
819,CSSSA001182,0001114,9,2017,1,1,0.00,30000.00,53142.63,0.00,-23142.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,6856.52,0.00,23143.48,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
820,CSSSA001281,0001115,9,2017,1,1,0.00,17000.00,36982.50,0.00,-19982.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,20000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
821,CSSSA007960,0001116,9,2017,1,1,0.00,25000.00,46832.46,0.00,-21832.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,8166.03,0.00,21833.97,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
822,CSSSA008165,0001117,9,2017,1,1,0.00,17000.00,31177.65,0.00,-14177.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,5817.88,0.00,14182.12,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
823,CSSSA001042,0001118,9,2017,1,2,0.00,38535.94,105154.54,0.00,-66618.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73310.23,6691.04,0.00,66619.19,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
824,CSSSA018414,0001119,9,2017,1,2,0.00,32113.28,79015.49,0.00,-46902.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61091.86,14188.52,0.00,46903.34,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
825,CSSSA018962,0001120,9,2017,1,2,0.00,25690.62,59915.74,0.00,-34225.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48873.49,13840.57,0.00,35032.92,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
826,CSSSA007284,0001121,9,2017,1,2,0.00,25690.62,53742.71,0.00,-28052.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48873.49,20818.64,0.00,28054.85,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
827,CSSSA002314,0001122,9,2017,1,2,0.00,38535.94,81838.66,0.00,-43302.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73310.23,30007.27,0.00,43302.96,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
828,CSSSA006263,0001123,9,2017,1,2,0.00,25690.62,55960.32,0.00,-30269.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48873.49,18542.14,0.00,30331.35,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
829,CSSSA020181,0001124,9,2017,1,2,0.00,25690.62,58348.17,0.00,-32657.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48873.49,16215.23,0.00,32658.26,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
830,CSSSA001725,0001125,9,2017,1,2,0.00,38535.94,63640.95,0.00,-25105.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73310.23,48202.66,0.00,25107.57,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
831,CSSSA017702,0001126,9,2017,1,2,0.00,32113.28,29997.69,0.00,2115.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61091.86,63164.02,0.00,-2072.16,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
832,CSSSA003270,0001127,9,2017,1,2,0.00,38535.94,47637.52,0.00,-9101.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73310.23,64208.17,0.00,9102.06,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
833,CSSSA005901,0001128,9,2017,1,2,0.00,91363.10,0.00,21004.22,70358.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162644.41,0.00,22162.73,140481.68,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
834,CSSSA003726,0001129,9,2017,1,2,0.00,94934.18,0.00,37261.66,57672.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67970.49,0.00,16974.05,50996.44,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
835,CSSSA018583,0001130,9,2017,1,2,0.00,44257.43,82138.51,0.00,-37881.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56412.20,18529.20,0.00,37883.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
836,CSSSA006876,0001131,9,2017,1,3,0.00,33189.00,37992.28,0.00,-4803.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12331.00,7516.08,0.00,4814.92,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
837,CSSSA012994,0001132,9,2017,1,3,0.00,35320.00,33021.02,0.00,2298.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12180.00,2354.61,0.00,9825.39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
838,CSSSA005785,0001133,9,2017,1,3,0.00,34260.00,32755.33,0.00,1504.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13740.00,14206.36,0.00,-466.36,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
839,CSSSA005510,0001134,9,2017,1,3,0.00,31214.00,27995.85,0.00,3218.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18915.00,22111.07,0.00,-3196.07,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
840,CSSSA004496,0001135,9,2017,1,3,0.00,29945.00,35312.87,0.00,-5367.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23423.00,18031.83,0.00,5391.17,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
841,CSSSA001532,0001136,9,2017,1,3,0.00,29856.00,22799.80,0.00,7056.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17714.00,24768.11,0.00,-7054.11,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
842,CSSSA017801,0001137,9,2017,1,3,0.00,29115.00,33224.85,0.00,-4109.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16560.00,12355.75,0.00,4204.25,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
843,CSSSA001614,0001138,9,2017,1,3,0.00,27801.00,27066.39,0.00,734.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12114.00,12437.42,0.00,-323.42,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
844,CSSSA005464,0001139,9,2017,1,3,0.00,40000.00,16287.13,28032.77,-4319.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,12226.37,51802.79,4470.84,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
845,CSSSA006094,0001140,9,2017,1,3,0.00,40000.00,42937.13,0.00,-2937.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,65277.70,0.00,3222.30,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
846,CSSSA000745,0001141,9,2017,1,3,0.00,40000.00,94942.22,0.00,-54942.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,13454.90,0.00,55045.10,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
847,CSSSA004950,0001142,9,2017,1,3,0.00,40000.00,78762.60,0.00,-38762.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,29575.64,0.00,38924.36,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
848,CSSSA003084,0001143,9,2017,1,3,0.00,40000.00,40430.92,0.00,-430.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,67911.13,0.00,588.87,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
849,CSSSA005341,0001144,9,2017,1,3,0.00,40000.00,0.00,0.00,40000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,108498.49,0.00,-39998.49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
850,CSSSA020193,0001145,9,2017,1,3,0.00,40000.00,36791.38,0.00,3208.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,34589.52,0.00,33910.48,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
851,CSSSA004600,0001146,9,2017,1,3,0.00,60000.00,74608.52,0.00,-14608.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,5372.90,0.00,14627.10,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
852,CSSSA006946,0001147,9,2017,1,3,0.00,18000.00,12638.12,0.00,5361.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,8534.00,0.00,-4534.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
853,CSSSA005645,0001148,9,2017,1,3,0.00,50000.00,38520.04,0.00,11479.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,29547.29,0.00,-9547.29,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
854,CSSSA004035,0001149,9,2017,1,3,0.00,38000.00,25156.61,0.00,12843.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,1844.50,0.00,5155.50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
855,CSSSA008276,0001150,9,2017,1,3,0.00,40000.00,29049.44,0.00,10950.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,17899.37,0.00,-10899.37,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
856,CSSSA002203,0001151,9,2017,1,3,0.00,40722.36,24696.35,0.00,16026.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86846.84,3614.88,0.00,83231.96,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
857,CSSSA003200,0001152,9,2017,1,3,0.00,46760.88,55105.00,0.00,-8344.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18259.39,3317.68,0.00,14941.71,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
858,CSSSA006432,0001153,9,2017,1,3,0.00,28190.05,29190.28,0.00,-1000.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31206.58,10152.25,0.00,21054.33,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
859,CSSSA006531,0001154,9,2017,1,3,0.00,45747.34,29439.96,0.00,16307.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14226.97,4923.41,0.00,9303.56,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
860,CSSSA006444,0001155,9,2017,1,3,0.00,42105.56,35300.35,0.00,6805.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18239.10,10312.79,0.00,7926.31,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
861,CSSSA018040,0001156,9,2017,1,3,0.00,38520.86,36692.03,0.00,1828.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11911.43,2931.90,0.00,8979.53,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
862,CSSSA006362,0001157,9,2017,1,3,0.00,59274.75,98196.62,0.00,-38921.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48139.51,5640.52,0.00,42498.99,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
863,CSSSA000774,0001158,9,2017,1,3,0.00,37097.14,54975.83,0.00,-17878.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40770.80,8167.70,0.00,32603.10,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
864,CSSSA002430,0001159,9,2017,1,3,0.00,22558.57,26943.71,0.00,-4385.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12544.71,7764.04,0.00,4780.67,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
865,CSSSA018006,0001160,9,2017,1,3,0.00,36379.86,29613.10,0.00,6766.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16568.25,23330.43,0.00,-6762.18,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
866,CSSSA000086,0001161,9,2017,1,3,0.00,42601.56,40582.96,0.00,2018.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18480.07,18159.41,0.00,320.66,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
867,CSSSA002401,0001162,9,2017,1,3,0.00,29841.18,38879.91,0.00,-9038.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20435.40,554.42,0.00,19880.98,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
868,CSSSA006456,0001163,9,2017,1,3,0.00,25747.30,18395.88,0.00,7351.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13099.34,6041.94,0.00,7057.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
869,CSSSA007663,0001164,9,2017,1,3,0.00,24819.85,39700.71,0.00,-14880.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42519.94,5168.14,0.00,37351.80,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
870,CSSSA000033,0001165,9,2017,1,3,0.00,45416.37,38375.98,0.00,7040.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12576.96,9668.57,0.00,2908.39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
871,CSSSA007086,0001166,9,2017,1,3,0.00,20000.00,26087.86,0.00,-6087.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,8910.47,0.00,6089.53,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
872,CSSSA007091,0001167,9,2017,1,3,0.00,10000.00,19999.03,0.00,-9999.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,10000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
873,CSSSA007173,0001168,9,2017,1,3,0.00,10000.00,14611.18,0.00,-4611.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,5387.25,0.00,4612.75,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
874,CSSSA000465,0001169,9,2017,1,3,0.00,20000.00,28469.80,0.00,-8469.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,6527.26,0.00,8472.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
875,CSSSA005020,0001170,9,2017,1,3,0.00,20000.00,18521.56,0.00,1478.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,16477.05,0.00,-1477.05,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
876,CSSSA003842,0001171,9,2017,1,3,0.00,50000.00,71704.92,0.00,-21704.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,8293.72,0.00,21706.28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
877,CSSSA019674,0001172,9,2017,1,3,0.00,30000.00,36233.44,0.00,-6233.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,7264.77,0.00,22735.23,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
878,CSSSA001841,0001173,9,2017,1,3,0.00,30000.00,0.00,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,0.00,0.00,30000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
879,CSSSA008870,0001174,9,2017,1,3,0.00,30000.00,13247.30,0.00,16752.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,32283.01,0.00,-2283.01,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
880,CSSSA000045,000148,9,2017,1,1,0.00,207917.33,135702.02,0.00,72215.31,0.00,0.00,0.00,0.00,0.00,0.00,162365.56,0.00,0.00,162365.56,0.00,165962.49,0.00,0.00,165962.49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
881,CSSSA000412,000149,9,2017,1,1,0.00,57096.70,92313.25,0.00,-35216.55,0.00,0.00,0.00,0.00,0.00,0.00,37090.30,32607.70,0.00,4482.60,0.00,55915.88,8498.86,0.00,47417.02,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
882,CSSSA000453,000150,9,2017,1,3,0.00,329257.66,98834.99,0.00,230422.67,0.00,0.00,0.00,0.00,0.00,0.00,141356.85,21008.61,0.00,120348.24,0.00,306377.42,140925.24,0.00,165452.18,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
883,CSSSAHIBERR,000151,9,2017,1,1,0.00,29092.52,25702.32,0.00,3390.20,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,15886.43,0.00,2568.58,0.00,27939.40,31327.41,0.00,-3388.01,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
884,CSSSA000832,000152,9,2017,1,1,0.00,480531.58,384880.14,0.00,95651.44,0.00,0.00,0.00,0.00,0.00,0.00,225635.43,225627.09,0.00,8.34,0.00,285009.50,380653.99,0.00,-95644.49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
885,CSSSA001030,000153,9,2017,1,2,0.00,821599.09,0.00,0.00,821599.09,0.00,0.00,0.00,0.00,0.00,0.00,537382.56,372819.39,0.00,164563.17,0.00,800461.87,1152154.17,0.00,-351692.30,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
886,CSSSAHICCOR,000154,9,2017,1,1,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
887,CSSSA002611,000155,9,2017,1,3,0.00,145885.56,190522.04,0.00,-44636.48,0.00,0.00,0.00,0.00,0.00,0.00,99422.30,93186.42,0.00,6235.88,0.00,158117.65,97514.67,0.00,60602.98,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
888,CSSSA003265,000156,9,2017,1,2,0.00,257156.56,195718.72,0.00,61437.84,0.00,0.00,0.00,0.00,0.00,0.00,184272.38,54391.90,0.00,129880.48,0.00,251460.13,0.00,0.00,251460.13,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
889,CSSSA019476,000157,9,2017,1,3,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
890,CSSSA004595,000158,9,2017,1,3,0.00,243392.58,67407.42,0.00,175985.16,0.00,0.00,0.00,0.00,0.00,0.00,192404.09,139515.80,0.00,52888.29,0.00,66503.77,364574.16,0.00,-298070.39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
891,CSSSA004945,000159,9,2017,1,3,0.00,185177.75,26979.78,0.00,158197.97,0.00,0.00,0.00,0.00,0.00,0.00,133408.88,0.00,0.00,133408.88,0.00,72212.40,130087.60,0.00,-57875.20,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
892,CSSSAHIROSA,000160,9,2017,1,3,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
893,CSSSA005773,000161,9,2017,1,3,0.00,672137.03,18497.37,0.00,653639.66,0.00,0.00,0.00,0.00,0.00,0.00,418044.68,0.00,0.00,418044.68,0.00,418812.78,576684.55,0.00,-157871.77,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
894,CSSSA006403,000162,9,2017,1,3,0.00,732506.70,326201.54,0.00,406305.16,0.00,0.00,0.00,0.00,0.00,0.00,488050.26,280995.95,0.00,207054.31,0.00,329329.57,825891.09,0.00,-496561.52,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
895,CSSSA006934,000163,9,2017,1,3,0.00,55282.22,72567.26,0.00,-17285.04,0.00,0.00,0.00,0.00,0.00,0.00,55707.35,7479.34,0.00,48228.01,0.00,51052.22,28220.76,0.00,22831.46,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
